70.34%,0.29%
64.95%,0.29%
59.49%,0.28%
64.71%,0.28%
61.94%,0.29%
62.40%,0.29%
62.32%,0.25%
60.97%,0.25%
230.04%,0.29%
200.65%,0.25%
196.02%,0.25%
231.85%,0.30%
212.31%,0.29%
201.99%,0.28%
256.24%,0.30%
237.80%,0.31%
329.47%,0.32%
350.49%,0.31%
352.64%,0.32%
335.05%,0.31%
324.64%,0.31%
72.93%,0.30%
75.12%,0.31%
61.17%,0.29%
63.34%,0.30%
62.06%,0.30%
64.10%,0.29%
49.12%,0.30%
201.65%,0.31%
231.11%,0.30%
222.06%,0.30%
203.79%,0.31%
224.98%,0.31%
255.82%,0.31%
287.20%,0.32%
259.82%,0.26%
349.07%,0.32%
350.02%,0.26%
370.45%,0.30%
353.27%,0.31%
220.95%,0.32%
261.56%,0.31%
0.00%,0.27%
